x,signal_A,signal_B,combined_clean,noisy_input
2.397753632035160565e-01,9.713469504659379972e-01,-0.000000000000000000e+00,9.713469504659379972e-01,1.641717029878852152e+00
2.398974484189964618e-01,9.752869296015926892e-01,-0.000000000000000000e+00,9.752869296015926892e-01,3.694414869773299248e-02
2.400195336344768671e-01,9.789570266064225867e-01,0.000000000000000000e+00,9.789570266064225867e-01,9.901334490032358548e-01
2.401416188499572724e-01,9.823559257803968769e-01,0.000000000000000000e+00,9.823559257803968769e-01,1.614950910722843469e+00
2.402637040654376777e-01,9.854823859697826594e-01,0.000000000000000000e+00,9.854823859697826594e-01,1.003810334594152698e+00
2.403857892809180830e-01,9.883352411381171043e-01,0.000000000000000000e+00,9.883352411381171043e-01,9.662051226310769403e-01
2.405078744963984883e-01,9.909134009177926750e-01,0.000000000000000000e+00,9.909134009177926750e-01,1.752772251106375023e+00
2.406299597118788935e-01,9.932158511420317026e-01,0.000000000000000000e+00,9.932158511420317026e-01,5.673033418543693696e-01
2.407520449273592988e-01,9.952416543570117291e-01,0.000000000000000000e+00,9.952416543570117291e-01,1.005751022323942756e+00
2.408741301428397041e-01,9.969899503138931474e-01,0.000000000000000000e+00,9.969899503138931474e-01,1.191165409079364412e+00
2.409962153583201094e-01,9.984599564405546301e-01,0.000000000000000000e+00,9.984599564405546301e-01,7.981853802284161192e-01
2.411183005738005147e-01,9.996509682927826601e-01,0.000000000000000000e+00,9.996509682927826601e-01,9.875735059662601456e-01
2.412403857892809200e-01,1.000562359984715100e+00,0.000000000000000000e+00,1.000562359984715100e+00,1.465576317919217164e+00
2.413624710047613253e-01,1.001193584598328190e+00,0.000000000000000000e+00,1.001193584598328190e+00,1.260896157498324621e+00
2.414845562202417306e-01,1.001544174571751933e+00,0.000000000000000000e+00,1.001544174571751933e+00,5.163136553840317333e-01
2.416066414357221359e-01,1.001613742066217227e+00,0.000000000000000000e+00,1.001613742066217227e+00,3.391393505866602265e-01
2.417287266512025412e-01,1.001401979311441925e+00,0.000000000000000000e+00,1.001401979311441925e+00,5.279406711574518019e-01
2.418508118666829465e-01,1.000908658929257955e+00,0.000000000000000000e+00,1.000908658929257955e+00,1.001657732402349898e+00
2.419728970821633518e-01,1.000133634235300883e+00,0.000000000000000000e+00,1.000133634235300883e+00,9.041697615810752042e-01
2.420949822976437571e-01,9.990768395185809503e-01,0.000000000000000000e+00,9.990768395185809503e-01,4.999023435883060973e-01
2.422170675131241624e-01,9.977382902987603774e-01,0.000000000000000000e+00,9.977382902987603774e-01,6.388480187888689876e-01
2.423391527286045677e-01,9.961180835609713125e-01,0.000000000000000000e+00,9.961180835609713125e-01,8.409451244573318274e-02
2.424612379440849730e-01,9.942163979680092023e-01,0.000000000000000000e+00,9.942163979680092023e-01,1.244928619898404865e+00
2.425833231595653783e-01,9.920334940497531617e-01,0.000000000000000000e+00,9.920334940497531617e-01,9.680222588387734639e-01
2.427054083750457836e-01,9.895697143696495779e-01,0.000000000000000000e+00,9.895697143696495779e-01,2.336973083264874962e-01
2.428274935905261889e-01,9.868254836681351616e-01,0.000000000000000000e+00,9.868254836681351616e-01,1.003997786180804930e+00
2.429495788060065942e-01,9.838013089828396840e-01,0.000000000000000000e+00,9.838013089828396840e-01,1.789374515289051448e+00
2.430716640214869995e-01,9.804977797454512700e-01,0.000000000000000000e+00,9.804977797454512700e-01,5.365362679662954992e-01
2.431937492369674048e-01,9.769155678551210142e-01,0.000000000000000000e+00,9.769155678551210142e-01,1.765998167287704312e+00
2.433158344524478101e-01,9.730554277282764675e-01,0.000000000000000000e+00,9.730554277282764675e-01,7.789809442382221727e-01
2.434379196679282154e-01,9.689181963247343043e-01,0.000000000000000000e+00,9.689181963247343043e-01,1.087615097034654976e+00
2.435600048834086206e-01,9.645047931500275729e-01,0.000000000000000000e+00,9.645047931500275729e-01,1.023155274603338771e+00
2.436820900988890259e-01,9.598162202338099691e-01,0.000000000000000000e+00,9.598162202338099691e-01,1.800730269836957165e+00
2.438041753143694312e-01,9.548535620842818483e-01,0.000000000000000000e+00,9.548535620842818483e-01,1.049913870155600781e+00
2.439262605298498365e-01,9.496179856185311685e-01,0.000000000000000000e+00,9.496179856185311685e-01,2.644771340962231987e-01
2.440483457453302418e-01,9.441107400687124285e-01,0.000000000000000000e+00,9.441107400687124285e-01,1.575285178039850242e-01
2.441704309608106471e-01,9.383331568640074227e-01,0.000000000000000000e+00,9.383331568640074227e-01,1.858052480593075373e-02
2.442925161762910524e-01,9.322866494882755539e-01,0.000000000000000000e+00,9.322866494882755539e-01,-9.489544896825719000e-02
2.444146013917714577e-01,9.259727133133621724e-01,0.000000000000000000e+00,9.259727133133621724e-01,9.536537486867731062e-01
2.445366866072518630e-01,9.193929254080044355e-01,0.000000000000000000e+00,9.193929254080044355e-01,3.443682372720675566e-01
2.446587718227322683e-01,9.125489443222756236e-01,0.000000000000000000e+00,9.125489443222756236e-01,8.640619765560310084e-01
2.447808570382126736e-01,9.054425098475606948e-01,0.000000000000000000e+00,9.054425098475606948e-01,4.831270882532927025e-01
2.449029422536930789e-01,8.980754427520107885e-01,0.000000000000000000e+00,8.980754427520107885e-01,4.356048623280716625e-01
2.450250274691734842e-01,8.904496444914558051e-01,-0.000000000000000000e+00,8.904496444914558051e-01,6.019424399678183768e-01
2.451471126846538895e-01,8.825670968957831652e-01,-0.000000000000000000e+00,8.825670968957831652e-01,1.304718429681816172e+00
2.452691979001342948e-01,8.744298618307350113e-01,-0.000000000000000000e+00,8.744298618307350113e-01,1.431916950491949780e+00
2.453912831156147001e-01,8.660400808351647051e-01,-0.000000000000000000e+00,8.660400808351647051e-01,1.088743612424588170e+00
2.455133683310951054e-01,8.573999747337325283e-01,-0.000000000000000000e+00,8.573999747337325283e-01,2.635064450054610541e-01
2.456354535465755107e-01,8.485118432250660092e-01,-0.000000000000000000e+00,8.485118432250660092e-01,1.234690608497069020e+00
2.457575387620559160e-01,8.393780644454049700e-01,-0.000000000000000000e+00,8.393780644454049700e-01,1.252716064410164254e+00
2.458796239775363213e-01,8.300010945077627156e-01,-0.000000000000000000e+00,8.300010945077627156e-01,9.947894166752294653e-01
2.460017091930167266e-01,8.203834670166295640e-01,-0.000000000000000000e+00,8.203834670166295640e-01,4.582112054051751815e-01
2.461237944084971319e-01,8.105277925582929921e-01,-0.000000000000000000e+00,8.105277925582929921e-01,1.235843537778577250e+00
2.462458796239775372e-01,8.004367581667802822e-01,-0.000000000000000000e+00,8.004367581667802822e-01,1.054127902972777253e+00
2.463679648394579424e-01,7.901131267655276957e-01,-0.000000000000000000e+00,7.901131267655276957e-01,-1.080000828193947715e+00
2.464900500549383477e-01,7.795597365848309090e-01,-0.000000000000000000e+00,7.795597365848309090e-01,1.166230956631456372e+00
2.466121352704187530e-01,7.687795005551143479e-01,-0.000000000000000000e+00,7.687795005551143479e-01,-3.794661019617897590e-01
2.467342204858991583e-01,7.577754056761805135e-01,-0.000000000000000000e+00,7.577754056761805135e-01,1.155912351631009471e+00
2.468563057013795636e-01,7.465505123624519568e-01,-0.000000000000000000e+00,7.465505123624519568e-01,6.541070733075508015e-01
2.469783909168599689e-01,7.351079537643410156e-01,-0.000000000000000000e+00,7.351079537643410156e-01,1.451274962213859876e+00
2.471004761323403742e-01,7.234509350658703264e-01,-0.000000000000000000e+00,7.234509350658703264e-01,6.645542083423120472e-01
2.472225613478207795e-01,7.115827327586059514e-01,-0.000000000000000000e+00,7.115827327586059514e-01,1.796141767249385124e-01
2.473446465633011848e-01,6.995066938920806443e-01,-0.000000000000000000e+00,6.995066938920806443e-01,6.110944951423744609e-01
2.474667317787815901e-01,6.872262353008006253e-01,-0.000000000000000000e+00,6.872262353008006253e-01,1.323110012261065283e+00
2.475888169942619954e-01,6.747448428079867444e-01,-0.000000000000000000e+00,6.747448428079867444e-01,6.904928135249391863e-01
2.477109022097424007e-01,6.620660704061940294e-01,-0.000000000000000000e+00,6.620660704061940294e-01,5.934649744827679152e-01
2.478329874252228060e-01,6.491935394149508376e-01,-0.000000000000000000e+00,6.491935394149508376e-01,1.095325648719952971e+00
2.479550726407032113e-01,6.361309376156008000e-01,-0.000000000000000000e+00,6.361309376156008000e-01,7.623465575934885718e-01
2.480771578561836166e-01,6.228820183635048746e-01,-0.000000000000000000e+00,6.228820183635048746e-01,6.193255748635657643e-01
2.481992430716640219e-01,6.094505996777523915e-01,-0.000000000000000000e+00,6.094505996777523915e-01,1.429086640719751333e+00
2.483213282871444272e-01,5.958405633086178987e-01,-0.000000000000000000e+00,5.958405633086178987e-01,1.528908982544058492e+00
2.484434135026248325e-01,5.820558537829096935e-01,-0.000000000000000000e+00,5.820558537829096935e-01,9.500515895801303623e-01
2.485654987181052378e-01,5.681004774274308611e-01,-0.000000000000000000e+00,5.681004774274308611e-01,3.965249865363271176e-01
2.486875839335856431e-01,5.539785013707551053e-01,-0.000000000000000000e+00,5.539785013707551053e-01,1.452125097483251359e+00
2.488096691490660484e-01,5.396940525235155439e-01,-0.000000000000000000e+00,5.396940525235155439e-01,1.249565786922539612e+00
2.489317543645464537e-01,5.252513165374758097e-01,-0.000000000000000000e+00,5.252513165374758097e-01,9.565896158544507921e-01
2.490538395800268590e-01,5.106545367435377791e-01,-0.000000000000000000e+00,5.106545367435377791e-01,-2.189914117039787333e-01
2.491759247955072643e-01,4.959080130689968446e-01,-0.000000000000000000e+00,4.959080130689968446e-01,5.803111550537733976e-01
2.492980100109876695e-01,4.810161009342425742e-01,-0.000000000000000000e+00,4.810161009342425742e-01,3.481279611371873584e-02
2.494200952264680748e-01,4.659832101291759288e-01,-0.000000000000000000e+00,4.659832101291759288e-01,3.705758591965603310e-01
2.495421804419484801e-01,4.508138036695782391e-01,-0.000000000000000000e+00,4.508138036695782391e-01,5.948479612476094136e-01
2.496642656574288854e-01,4.355123966337676178e-01,-0.000000000000000000e+00,4.355123966337676178e-01,4.956080414881416929e-01
2.497863508729092907e-01,4.200835549796898549e-01,-0.000000000000000000e+00,4.200835549796898549e-01,1.349784914821407500e-01
2.499084360883896960e-01,4.045318943428675706e-01,-0.000000000000000000e+00,4.045318943428675706e-01,1.168304143694814057e+00
2.500305213038701013e-01,3.888620788153979158e-01,0.000000000000000000e+00,3.888620788153979158e-01,-6.288166812835279673e-01
2.501526065193505066e-01,3.730788197063322209e-01,0.000000000000000000e+00,3.730788197063322209e-01,8.111889383841008883e-01
2.502746917348309119e-01,3.571868742837336352e-01,0.000000000000000000e+00,3.571868742837336352e-01,-7.573030886729890110e-01
2.503967769503113172e-01,3.411910444987228397e-01,0.000000000000000000e+00,3.411910444987228397e-01,5.707499265328005444e-01
2.505188621657917225e-01,3.250961756918284706e-01,0.000000000000000000e+00,3.250961756918284706e-01,-2.070464200784968289e-01
2.506409473812721278e-01,3.089071552819690480e-01,0.000000000000000000e+00,3.089071552819690480e-01,8.358894099214873030e-01
2.507630325967525331e-01,2.926289114383799905e-01,0.000000000000000000e+00,2.926289114383799905e-01,3.445004258429360533e-01
2.508851178122329384e-01,2.762664117358538673e-01,0.000000000000000000e+00,2.762664117358538673e-01,4.248902388159484511e-01
2.510072030277133437e-01,2.598246617936240677e-01,0.000000000000000000e+00,2.598246617936240677e-01,-3.511429335464867352e-01
2.511292882431937490e-01,2.433087038982120198e-01,0.000000000000000000e+00,2.433087038982120198e-01,-1.494333771003382716e-01
2.512513734586741543e-01,2.267236156106392508e-01,0.000000000000000000e+00,2.267236156106392508e-01,3.510540516572112635e-01
2.513734586741545596e-01,2.100745083583688833e-01,0.000000000000000000e+00,2.100745083583688833e-01,5.602164645039512392e-01
2.514955438896349649e-01,1.933665260122978680e-01,0.000000000000000000e+00,1.933665260122978680e-01,1.950824271070614513e+00
2.516176291051153702e-01,1.766048434492287211e-01,0.000000000000000000e+00,1.766048434492287211e-01,3.103198373113207342e-01
2.517397143205957755e-01,1.597946651001684315e-01,0.000000000000000000e+00,1.597946651001684315e-01,7.454171803215239311e-01
2.518617995360761808e-01,1.429412234848577434e-01,0.000000000000000000e+00,1.429412234848577434e-01,-7.912191360206985991e-01
2.519838847515565861e-01,1.260497777329642466e-01,0.000000000000000000e+00,1.260497777329642466e-01,-6.718853390674734971e-01
2.521059699670369914e-01,1.091256120922385331e-01,0.000000000000000000e+00,1.091256120922385331e-01,-1.041712526728326704e-01
2.522280551825173966e-01,9.217403442413502068e-02,0.000000000000000000e+00,9.217403442413502068e-02,-6.262825829590048521e-01
2.523501403979978019e-01,7.520037468731381736e-02,0.000000000000000000e+00,7.520037468731381736e-02,9.670399267671444532e-01
2.524722256134782072e-01,5.820998340932180548e-02,0.000000000000000000e+00,5.820998340932180548e-02,-1.879212322588754147e-01
2.525943108289586125e-01,4.120823014705368714e-02,0.000000000000000000e+00,4.120823014705368714e-02,8.705173631829367098e-01
2.527163960444390178e-01,2.420050193625923607e-02,0.000000000000000000e+00,2.420050193625923607e-02,9.162699863876376805e-01
2.528384812599194231e-01,7.192201730645235783e-03,0.000000000000000000e+00,7.192201730645235783e-03,3.286003366078537463e-02
2.529605664753998284e-01,-9.811253169048603923e-03,0.000000000000000000e+00,-9.811253169048603923e-03,2.912685991155347653e-01
2.530826516908802337e-01,-2.680443269552956059e-02,0.000000000000000000e+00,-2.680443269552956059e-02,-6.046411670007129785e-02
2.532047369063606390e-01,-4.378189560456624552e-02,0.000000000000000000e+00,-4.378189560456624552e-02,2.792803046081569485e-01
2.533268221218410443e-01,-6.073819107320397453e-02,0.000000000000000000e+00,-6.073819107320397453e-02,2.292669199951390679e-01
2.534489073373214496e-01,-7.766786030626371407e-02,0.000000000000000000e+00,-7.766786030626371407e-02,-1.518576358414821525e-01
2.535709925528018549e-01,-9.456543815050018342e-02,0.000000000000000000e+00,-9.456543815050018342e-02,2.084165507272039974e-01
2.536930777682822602e-01,-1.114254547160639791e-01,0.000000000000000000e+00,-1.114254547160639791e-01,9.227923106842930157e-01
2.538151629837626655e-01,-1.282424370047304529e-01,0.000000000000000000e+00,-1.282424370047304529e-01,2.995673008218321387e-01
2.539372481992430708e-01,-1.450109105444777058e-01,0.000000000000000000e+00,-1.450109105444777058e-01,5.046885763989761298e-02
2.540593334147234761e-01,-1.617254010298583566e-01,0.000000000000000000e+00,-1.617254010298583566e-01,-8.686368840393091095e-02
2.541814186302038814e-01,-1.783804359677522433e-01,0.000000000000000000e+00,-1.783804359677522433e-01,-7.859843102289068018e-01
2.543035038456842867e-01,-1.949705463279345352e-01,0.000000000000000000e+00,-1.949705463279345352e-01,-8.113486725732119709e-01
2.544255890611646920e-01,-2.114902681980592725e-01,0.000000000000000000e+00,-2.114902681980592725e-01,-1.747634930990410451e-02
2.545476742766450973e-01,-2.279341444424539120e-01,0.000000000000000000e+00,-2.279341444424539120e-01,-1.049568818870748155e+00
2.546697594921255026e-01,-2.442967263643316400e-01,0.000000000000000000e+00,-2.442967263643316400e-01,-7.040932857424815339e-01
2.547918447076059079e-01,-2.605725753708318382e-01,0.000000000000000000e+00,-2.605725753708318382e-01,5.083342288476480064e-01
2.549139299230863132e-01,-2.767562646404123639e-01,0.000000000000000000e+00,-2.767562646404123639e-01,8.717815535972760488e-01
2.550360151385667185e-01,-2.928423807921320399e-01,-0.000000000000000000e+00,-2.928423807921320399e-01,-1.292416026870762957e+00
2.551581003540471237e-01,-3.088255255562178392e-01,-0.000000000000000000e+00,-3.088255255562178392e-01,6.671642118247314013e-01
2.552801855695275290e-01,-3.247003174454466401e-01,-0.000000000000000000e+00,-3.247003174454466401e-01,-4.515632919527806100e-01
2.554022707850079343e-01,-3.404613934268864162e-01,-0.000000000000000000e+00,-3.404613934268864162e-01,-3.494644456457052795e-01
2.555243560004883396e-01,-3.561034105933496008e-01,-0.000000000000000000e+00,-3.561034105933496008e-01,-4.241503889789899895e-01
2.556464412159687449e-01,-3.716210478341350765e-01,-0.000000000000000000e+00,-3.716210478341350765e-01,2.767054283811571924e-01
2.557685264314491502e-01,-3.870090075044960720e-01,-0.000000000000000000e+00,-3.870090075044960720e-01,-1.351614954930402401e+00
2.558906116469295555e-01,-4.022620170933115524e-01,-0.000000000000000000e+00,-4.022620170933115524e-01,-1.285638502802315397e-01
2.560126968624099608e-01,-4.173748308884312475e-01,-0.000000000000000000e+00,-4.173748308884312475e-01,-9.842969493212376797e-01
2.561347820778903661e-01,-4.323422316391816178e-01,-0.000000000000000000e+00,-4.323422316391816178e-01,-8.986911401023739421e-02
2.562568672933707714e-01,-4.471590322154522790e-01,-0.000000000000000000e+00,-4.471590322154522790e-01,4.785187707603787421e-01
2.563789525088511767e-01,-4.618200772629105777e-01,-0.000000000000000000e+00,-4.618200772629105777e-01,-4.620704731104826601e-01
2.565010377243315820e-01,-4.763202448537106060e-01,-0.000000000000000000e+00,-4.763202448537106060e-01,-2.518271932712290440e-01
2.566231229398119873e-01,-4.906544481322769324e-01,-0.000000000000000000e+00,-4.906544481322769324e-01,-2.449233811896621427e-01
2.567452081552923926e-01,-5.048176369555001930e-01,-0.000000000000000000e+00,-5.048176369555001930e-01,-9.845737367577942489e-01
2.568672933707727979e-01,-5.188047995269198243e-01,-0.000000000000000000e+00,-5.188047995269198243e-01,3.881788104036711928e-01
2.569893785862532032e-01,-5.326109640242908672e-01,-0.000000000000000000e+00,-5.326109640242908672e-01,4.912699843323025117e-01
2.571114638017336085e-01,-5.462312002200200300e-01,-0.000000000000000000e+00,-5.462312002200200300e-01,-1.251611769498026105e-01
2.572335490172140138e-01,-5.596606210939402137e-01,-0.000000000000000000e+00,-5.596606210939402137e-01,-5.156893618893529929e-01
2.573556342326944191e-01,-5.728943844378645567e-01,-0.000000000000000000e+00,-5.728943844378645567e-01,-8.500306736504352756e-01
2.574777194481748244e-01,-5.859276944513911456e-01,-0.000000000000000000e+00,-5.859276944513911456e-01,-9.618218283408437319e-01
2.575998046636552297e-01,-5.987558033284654524e-01,-0.000000000000000000e+00,-5.987558033284654524e-01,4.277461461995277769e-01
2.577218898791356350e-01,-6.113740128340727775e-01,-0.000000000000000000e+00,-6.113740128340727775e-01,2.372750128033414008e-01
2.578439750946160403e-01,-6.237776758706073954e-01,-0.000000000000000000e+00,-6.237776758706073954e-01,-6.619745691443370550e-01
2.579660603100964456e-01,-6.359621980333741709e-01,-0.000000000000000000e+00,-6.359621980333741709e-01,-1.583920515836048315e+00
2.580881455255768508e-01,-6.479230391546365597e-01,-0.000000000000000000e+00,-6.479230391546365597e-01,-2.347130161100028811e+00
2.582102307410572561e-01,-6.596557148357250489e-01,-0.000000000000000000e+00,-6.596557148357250489e-01,-1.309711710994292844e+00
2.583323159565376614e-01,-6.711557979666866736e-01,-0.000000000000000000e+00,-6.711557979666866736e-01,-7.495280355637583547e-01
2.584544011720180667e-01,-6.824189202329008497e-01,-0.000000000000000000e+00,-6.824189202329008497e-01,1.579945004328999758e-01
2.585764863874984720e-01,-6.934407736081725782e-01,-0.000000000000000000e+00,-6.934407736081725782e-01,-1.084434499042840949e+00
2.586985716029788773e-01,-7.042171118337650082e-01,-0.000000000000000000e+00,-7.042171118337650082e-01,-4.013278380294639791e-01
2.588206568184592826e-01,-7.147437518828506642e-01,-0.000000000000000000e+00,-7.147437518828506642e-01,6.716482510620880308e-02
2.589427420339396879e-01,-7.250165754098556459e-01,-0.000000000000000000e+00,-7.250165754098556459e-01,-6.478947852962267939e-01
2.590648272494200932e-01,-7.350315301842107463e-01,-0.000000000000000000e+00,-7.350315301842107463e-01,-8.205002514575154837e-01
2.591869124649004985e-01,-7.447846315079202917e-01,-0.000000000000000000e+00,-7.447846315079202917e-01,-1.530042740051085204e+00
2.593089976803809038e-01,-7.542719636165439168e-01,-0.000000000000000000e+00,-7.542719636165439168e-01,-1.475757148539203589e+00
2.594310828958613091e-01,-7.634896810629777653e-01,-0.000000000000000000e+00,-7.634896810629777653e-01,-5.138299004134837533e-01
2.595531681113417144e-01,-7.724340100836220024e-01,-0.000000000000000000e+00,-7.724340100836220024e-01,-8.929785300041780394e-01
2.596752533268221197e-01,-7.811012499463465542e-01,-0.000000000000000000e+00,-7.811012499463465542e-01,-7.075824593543655894e-01
2.597973385423025250e-01,-7.894877742798294129e-01,-0.000000000000000000e+00,-7.894877742798294129e-01,-8.178544036975776699e-01
2.599194237577829303e-01,-7.975900323837380457e-01,-0.000000000000000000e+00,-7.975900323837380457e-01,-3.991036027685477827e-01
2.600415089732633356e-01,-8.054045505192649612e-01,0.000000000000000000e+00,-8.054045505192649612e-01,-1.276216997376931950e+00
2.601635941887437409e-01,-8.129279331795338237e-01,0.000000000000000000e+00,-8.129279331795338237e-01,-1.014276319329433962e+00
2.602856794042241462e-01,-8.201568643394174796e-01,0.000000000000000000e+00,-8.201568643394174796e-01,3.175524728404688357e-01
2.604077646197045515e-01,-8.270881086842434282e-01,0.000000000000000000e+00,-8.270881086842434282e-01,-1.306959791715705865e+00
2.605298498351849568e-01,-8.337185128169755099e-01,0.000000000000000000e+00,-8.337185128169755099e-01,-1.002663771297036766e+00
2.606519350506653621e-01,-8.400450064433468977e-01,0.000000000000000000e+00,-8.400450064433468977e-01,-1.193677027630488441e+00
2.607740202661457674e-01,-8.460646035345168459e-01,0.000000000000000000e+00,-8.460646035345168459e-01,-5.791957860901667532e-01
2.608961054816261727e-01,-8.517744034667917852e-01,0.000000000000000000e+00,-8.517744034667917852e-01,-2.383390100015501112e-01
2.610181906971065779e-01,-8.571715921379549075e-01,0.000000000000000000e+00,-8.571715921379549075e-01,-1.156098563289620795e+00
2.611402759125869832e-01,-8.622534430597452726e-01,0.000000000000000000e+00,-8.622534430597452726e-01,-1.121102047722556394e+00
2.612623611280673885e-01,-8.670173184260800969e-01,0.000000000000000000e+00,-8.670173184260800969e-01,-1.034406281607898270e+00
2.613844463435477938e-01,-8.714606701565508207e-01,0.000000000000000000e+00,-8.714606701565508207e-01,-5.535604000715761419e-01
2.615065315590281991e-01,-8.755810409147940510e-01,0.000000000000000000e+00,-8.755810409147940510e-01,-1.319218222420911246e+00
2.616286167745086044e-01,-8.793760651012929586e-01,0.000000000000000000e+00,-8.793760651012929586e-01,-1.104952044684048396e+00
2.617507019899890097e-01,-8.828434698202164421e-01,0.000000000000000000e+00,-8.828434698202164421e-01,-2.306159792728025515e+00
2.618727872054694150e-01,-8.859810758198766178e-01,0.000000000000000000e+00,-8.859810758198766178e-01,-1.715028081516867697e+00
2.619948724209498203e-01,-8.887867984064016236e-01,0.000000000000000000e+00,-8.887867984064016236e-01,-9.562530520179745031e-01
2.621169576364302256e-01,-8.912586483302341600e-01,0.000000000000000000e+00,-8.912586483302341600e-01,-3.525401444083613445e-01
2.622390428519106309e-01,-8.933947326450777382e-01,0.000000000000000000e+00,-8.933947326450777382e-01,-7.163492626639602623e-01
2.623611280673910362e-01,-8.951932555388926183e-01,0.000000000000000000e+00,-8.951932555388926183e-01,-1.554454329539272317e+00
2.624832132828714415e-01,-8.966525191365852798e-01,0.000000000000000000e+00,-8.966525191365852798e-01,-1.736806244013350486e+00
2.626052984983518468e-01,-8.977709242740243845e-01,0.000000000000000000e+00,-8.977709242740243845e-01,-7.929628685351230999e-01
2.627273837138322521e-01,-8.985469712430209643e-01,0.000000000000000000e+00,-8.985469712430209643e-01,-1.890229156594727122e+00
2.628494689293126574e-01,-8.989792605069304443e-01,0.000000000000000000e+00,-8.989792605069304443e-01,-2.594231692767970943e-01
2.629715541447930627e-01,-8.990664933865386566e-01,0.000000000000000000e+00,-8.990664933865386566e-01,-8.607287783964316930e-01
2.630936393602734680e-01,-8.988074727158916755e-01,0.000000000000000000e+00,-8.988074727158916755e-01,-1.863199568256326488e+00
2.632157245757538733e-01,-8.982011034677576111e-01,0.000000000000000000e+00,-8.982011034677576111e-01,-1.477773418772879488e+00
2.633378097912342786e-01,-8.972463933483935117e-01,0.000000000000000000e+00,-8.972463933483935117e-01,-1.331833184887067256e+00
2.634598950067146839e-01,-8.959424533613237207e-01,0.000000000000000000e+00,-8.959424533613237207e-01,-1.359857959495387014e+00
2.635819802221950892e-01,-8.942884983398246002e-01,0.000000000000000000e+00,-8.942884983398246002e-01,-1.788248303272720108e+00
2.637040654376754945e-01,-8.922838474478296256e-01,0.000000000000000000e+00,-8.922838474478296256e-01,-1.417081360641136767e+00
2.638261506531558998e-01,-8.899279246489804063e-01,0.000000000000000000e+00,-8.899279246489804063e-01,-1.300568858333236211e+00
2.639482358686363050e-01,-8.872202591435484065e-01,0.000000000000000000e+00,-8.872202591435484065e-01,-1.313991712509811283e+00
2.640703210841167103e-01,-8.841604857729725708e-01,0.000000000000000000e+00,-8.841604857729725708e-01,-2.073865108129442358e-01
2.641924062995971156e-01,-8.807483453917575034e-01,0.000000000000000000e+00,-8.807483453917575034e-01,-8.178516636954287211e-01
2.643144915150775209e-01,-8.769836852065009403e-01,0.000000000000000000e+00,-8.769836852065009403e-01,-1.472938015669032374e+00
2.644365767305579262e-01,-8.728664590818056013e-01,0.000000000000000000e+00,-8.728664590818056013e-01,-1.073639422654278919e+00
2.645586619460383315e-01,-8.683967278128701395e-01,0.000000000000000000e+00,-8.683967278128701395e-01,-1.396130986199700663e+00
2.646807471615187368e-01,-8.635746593645406977e-01,0.000000000000000000e+00,-8.635746593645406977e-01,-1.043578654771594838e+00
2.648028323769991421e-01,-8.584005290766195673e-01,0.000000000000000000e+00,-8.584005290766195673e-01,-3.330950371917896780e-01
2.649249175924795474e-01,-8.528747198352502057e-01,0.000000000000000000e+00,-8.528747198352502057e-01,-7.015122514679750232e-01
2.650470028079599527e-01,-8.469977222101936487e-01,-0.000000000000000000e+00,-8.469977222101936487e-01,5.243629867066461614e-01
2.651690880234403580e-01,-8.407701345578264540e-01,-0.000000000000000000e+00,-8.407701345578264540e-01,-6.152136790973383729e-01
2.652911732389207633e-01,-8.341926630897062989e-01,-0.000000000000000000e+00,-8.341926630897062989e-01,-1.382349369075970502e+00
2.654132584544011686e-01,-8.272661219065506888e-01,-0.000000000000000000e+00,-8.272661219065506888e-01,-3.414216834178822602e-01
2.655353436698815739e-01,-8.199914329975066529e-01,-0.000000000000000000e+00,-8.199914329975066529e-01,-1.720327027119852303e-01
2.656574288853619792e-01,-8.123696262045668748e-01,-0.000000000000000000e+00,-8.123696262045668748e-01,-1.558694313382006369e-01
2.657795141008423845e-01,-8.044018391520308953e-01,-0.000000000000000000e+00,-8.044018391520308953e-01,-1.460946410973085641e+00
2.659015993163227898e-01,-7.960893171409024749e-01,-0.000000000000000000e+00,-7.960893171409024749e-01,-8.846717658498050030e-01
2.660236845318031951e-01,-7.874334130081419580e-01,-0.000000000000000000e+00,-7.874334130081419580e-01,-1.083462389110704249e-01
2.661457697472836004e-01,-7.784355869506743852e-01,-0.000000000000000000e+00,-7.784355869506743852e-01,-1.789272962275039180e+00
2.662678549627640057e-01,-7.690974063140973982e-01,-0.000000000000000000e+00,-7.690974063140973982e-01,-1.068747462927320369e+00
2.663899401782444110e-01,-7.594205453460320943e-01,-0.000000000000000000e+00,-7.594205453460320943e-01,-1.615583156602226955e+00
2.665120253937248163e-01,-7.494067849140573223e-01,-0.000000000000000000e+00,-7.494067849140573223e-01,-1.308948922852265273e+00
2.666341106092052216e-01,-7.390580121882195375e-01,-0.000000000000000000e+00,-7.390580121882195375e-01,-1.346532303834503175e+00
2.667561958246856268e-01,-7.283762202880585956e-01,-0.000000000000000000e+00,-7.283762202880585956e-01,2.196567923800230027e-02
2.668782810401660321e-01,-7.173635078941672516e-01,-0.000000000000000000e+00,-7.173635078941672516e-01,-8.580863288394174893e-01
2.670003662556464374e-01,-7.060220788242936862e-01,-0.000000000000000000e+00,-7.060220788242936862e-01,-1.224035427629363237e+00
2.671224514711268427e-01,-6.943542415739439866e-01,-0.000000000000000000e+00,-6.943542415739439866e-01,-1.315717680404640877e+00
