x,true_signal,noisy_signal
1.058478818215114192e-01,2.996814917325248961e-01,4.540571126508314848e-01
1.059699670369918245e-01,2.905104486356824278e-01,-3.948695426358478366e-01
1.060920522524722298e-01,2.806405976753740261e-01,7.134670590833006587e-01
1.062141374679526351e-01,2.700809710525894913e-01,8.107689882816844218e-01
1.063362226834330404e-01,2.588416196094886490e-01,-5.684637461520575252e-02
1.064583078989134457e-01,2.469335981265990410e-01,1.262647024000467799e-01
1.065803931143938510e-01,2.343689491432997818e-01,-2.047262222617367844e-01
1.067024783298742563e-01,2.211606853253813287e-01,5.708509271192898638e-01
1.068245635453546616e-01,2.073227704056183618e-01,-3.232883733173362306e-01
1.069466487608350669e-01,1.928700987253840482e-01,8.163159360392389929e-02
1.070687339763154722e-01,1.778184734074107487e-01,-2.516414804964250407e-01
1.071908191917958775e-01,1.621845831917688996e-01,1.876617216974136582e-01
1.073129044072762828e-01,1.459859779691743686e-01,-7.511286577756861593e-01
1.074349896227566881e-01,1.292410430475801619e-01,7.924718642304269256e-01
1.075570748382370934e-01,1.119689721899168877e-01,-3.703342399132151241e-01
1.076791600537174987e-01,9.418973946262826358e-02,1.241370810207662878e-01
1.078012452691979040e-01,7.592406993641853674e-02,-3.033745244873606306e-02
1.079233304846783092e-01,5.719340928229699195e-02,-3.238638466789520720e-01
1.080454157001587145e-01,3.801989230764335481e-02,-4.058701760103243239e-01
1.081675009156391198e-01,1.842631047856974069e-02,4.866255822547995158e-01
1.082895861311195251e-01,-1.563921523650868561e-03,-2.643842180746207027e-01
1.084116713465999304e-01,-2.192680016289974554e-02,1.136582921557557080e-01
1.085337565620803357e-01,-4.263776827473317321e-02,-4.433862109719205469e-01
1.086558417775607410e-01,-6.367175110729722531e-02,-3.872624670311775597e-01
1.087779269930411463e-01,-8.500319312362369928e-02,1.511203819203006671e-01
1.089000122085215516e-01,-1.066060955111863551e-01,3.585981525443717732e-01
1.090220974240019569e-01,-1.284540543435197524e-01,-2.161122555070297269e-01
1.091441826394823622e-01,-1.505202993378264575e-01,-8.614802351580448381e-01
1.092662678549627675e-01,-1.727777331514984416e-01,8.262003067235038634e-01
1.093883530704431728e-01,-1.951989711598037802e-01,-6.234736252769085274e-01
1.095104382859235781e-01,-2.177563816562121668e-01,-9.885500814921058810e-01
1.096325235014039834e-01,-2.404221264162348659e-01,1.056790167467841046e+00
1.097546087168843887e-01,-2.631682015651162776e-01,-4.651843484905848758e-01
1.098766939323647940e-01,-2.859664786892675004e-01,-1.016832822819971671e+00
1.099987791478451993e-01,-3.087887461309717918e-01,-6.505086295253126316e-01
1.101208643633256046e-01,-3.316067504056296467e-01,-1.478343023944951318e-01
1.102429495788060099e-01,-3.543922376806183383e-01,-2.592364588836484907e-01
1.103650347942864152e-01,-3.771169952547617221e-01,-8.029815938815567655e-01
1.104871200097668205e-01,-3.997528929774002426e-01,5.116089070865794675e-01
1.106092052252472258e-01,-4.222719245461399873e-01,-6.830617635428265499e-01
1.107312904407276311e-01,-4.446462486225375987e-01,-1.036989543828313654e+00
1.108533756562080363e-01,-4.668482297052519159e-01,1.349846952507793851e-02
1.109754608716884416e-01,-4.888504787005229502e-01,1.756809445693182092e-01
1.110975460871688469e-01,-5.106258931303570003e-01,-9.193724419384702307e-01
1.112196313026492522e-01,-5.321476969192087125e-01,-1.232821343438863959e+00
1.113417165181296575e-01,-5.533894797006964072e-01,-3.817034599289403918e-02
1.114638017336100628e-01,-5.743252355865092751e-01,-1.597987042115490031e+00
1.115858869490904681e-01,-5.949294013404931025e-01,-1.208240231038800960e+00
1.117079721645708734e-01,-6.151768939017636662e-01,-1.314538188766461446e-01
1.118300573800512787e-01,-6.350431472016594414e-01,-6.627194212128542095e-01
1.119521425955316840e-01,-6.545041482203795002e-01,-7.864728225167234577e-01
1.120742278110120893e-01,-6.735364722302761287e-01,-4.971281689830869821e-01
1.121963130264924946e-01,-6.921173171739635199e-01,-7.685045289466678753e-01
1.123183982419728999e-01,-7.102245371266782126e-01,-1.359567898208223324e+00
1.124404834574533052e-01,-7.278366747936727554e-01,-8.979900179057898058e-02
1.125625686729337105e-01,-7.449329929948499407e-01,-8.242596655144229789e-02
1.126846538884141158e-01,-7.614935050903224312e-01,-6.588272232013425711e-01
1.128067391038945211e-01,-7.774990043021401398e-01,-7.549319965861349679e-01
1.129288243193749264e-01,-7.929310918890913884e-01,3.768813111209375899e-01
1.130509095348553317e-01,-8.077722041330890335e-01,-9.459886266410075795e-01
1.131729947503357370e-01,-8.220056380974868349e-01,-9.517941290145065514e-01
1.132950799658161423e-01,-8.356155761194246079e-01,-6.533749514991717966e-01
1.134171651812965476e-01,-8.485871090001818606e-01,-1.129261309290127135e-01
1.135392503967769529e-01,-8.609062578594298687e-01,-6.452088065068806166e-02
1.136613356122573582e-01,-8.725599946212387881e-01,-1.001846310459624467e+00
1.137834208277377634e-01,-8.835362611017117951e-01,-7.293706381220391721e-01
1.139055060432181687e-01,-8.938239866701667147e-01,-1.582865720202205395e+00
1.140275912586985740e-01,-9.034131044578930236e-01,-1.059401158415999467e+00
1.141496764741789793e-01,-9.122945660906434107e-01,-1.332439763830296720e+00
1.142717616896593846e-01,-9.204603549231906712e-01,-1.423876231072682685e+00
1.143938469051397899e-01,-9.279034977564870612e-01,-8.711513962282324552e-02
1.145159321206201952e-01,-9.346180750201884546e-01,-1.330761405923260865e+00
1.146380173361006005e-01,-9.405992294055738334e-01,-1.206402183411301232e+00
1.147601025515810058e-01,-9.458431729361548301e-01,-7.629187789777257533e-01
1.148821877670614111e-01,-9.503471924655861880e-01,-3.014345589787934543e-01
1.150042729825418164e-01,-9.541096535947839463e-01,-7.135520904003662679e-01
1.151263581980222217e-01,-9.571300030024936234e-01,4.225475540082974657e-01
1.152484434135026270e-01,-9.594087691858816935e-01,-9.967427583114565337e-01
1.153705286289830323e-01,-9.609475616100624507e-01,-8.315893414951893714e-01
1.154926138444634376e-01,-9.617490682678105918e-01,-8.239487312757823867e-01
1.156146990599438429e-01,-9.618170516530527570e-01,-2.442923582584755060e-01
1.157367842754242482e-01,-9.611563431540579572e-01,-7.075368675992503853e-01
1.158588694909046535e-01,-9.597728358745776234e-01,-1.017887686068152275e+00
1.159809547063850588e-01,-9.576734758934954961e-01,-1.431417773346935318e+00
1.161030399218654641e-01,-9.548662519758398526e-01,-8.326445239950235333e-01
1.162251251373458694e-01,-9.513601837503014025e-01,-2.506877681043215844e-01
1.163472103528262747e-01,-9.471653083706381704e-01,-1.152356205199573491e+00
1.164692955683066800e-01,-9.422926656805927781e-01,-6.778208564723016138e-01
1.165913807837870853e-01,-9.367542819041414504e-01,-8.136803875617193427e-01
1.167134659992674905e-01,-9.305631518850735473e-01,-4.988033226944162402e-01
1.168355512147478958e-01,-9.237332199020019674e-01,-1.326110090220936621e+00
1.169576364302283011e-01,-9.162793590870582650e-01,2.570441561762225602e-01
1.170797216457087064e-01,-9.082173494785182877e-01,-1.547797902992647412e+00
1.172018068611891117e-01,-8.995638547396535012e-01,-1.082339399732672236e+00
1.173238920766695170e-01,-8.903363975780482775e-01,-4.212901271252255109e-01
1.174459772921499223e-01,-8.805533339015434446e-01,-7.321867476544867692e-01
1.175680625076303276e-01,-8.702338257488144713e-01,-4.552407462082628808e-01
1.176901477231107329e-01,-8.593978130344046562e-01,-1.107448980025685925e+00
1.178122329385911382e-01,-8.480659841497719675e-01,-8.854684754899424526e-01
1.179343181540715435e-01,-8.362597454635947170e-01,-8.301437536441860221e-01
1.180564033695519488e-01,-8.240011897661945195e-01,-3.937138249824234659e-02
1.181784885850323541e-01,-8.113130637044938531e-01,-4.660985515129693613e-01
1.183005738005127594e-01,-7.982187342554072362e-01,-3.998826800730715392e-01
1.184226590159931647e-01,-7.847421542869823519e-01,-1.113705200555380026e+00
1.185447442314735700e-01,-7.709078272579368285e-01,-2.864665079764114330e-01
1.186668294469539753e-01,-7.567407711075454513e-01,-6.439499393231437052e-01
1.187889146624343806e-01,-7.422664813889303659e-01,-4.769382354996665185e-02
1.189109998779147859e-01,-7.275108937000540621e-01,2.795191837591799455e-01
1.190330850933951912e-01,-7.125003454676238634e-01,-8.658832334811261688e-01
1.191551703088755965e-01,-6.972615371401400530e-01,-9.004131023626713581e-01
1.192772555243560018e-01,-6.818214928471635350e-01,-1.113843988398348195e+00
1.193993407398364071e-01,-6.662075205826708535e-01,-7.379972764408311292e-01
1.195214259553168124e-01,-6.504471719710607225e-01,-8.414598964462525199e-01
1.196435111707972176e-01,-6.345682016749932819e-01,-4.548160018894882306e-01
1.197655963862776229e-01,-6.185985265047666548e-01,-6.908819349716346370e-01
1.198876816017580282e-01,-6.025661842893802467e-01,-7.833658246801901148e-01
1.200097668172384335e-01,-5.864992925697755100e-01,-5.420672450584962387e-02
1.201318520327188388e-01,-5.704260071750164585e-01,-1.039366122750742250e+00
1.202539372481992441e-01,-5.543744807423365284e-01,-3.378205041666647035e-01
1.203760224636796494e-01,-5.383728212420662018e-01,-7.413436848363079701e-01
1.204981076791600547e-01,-5.224490505684430408e-01,-1.602647981334608396e-01
1.206201928946404600e-01,-5.066310632572310624e-01,1.859997101038841638e-01
1.207422781101208653e-01,-4.909465853908214772e-01,-6.424957121028578300e-01
1.208643633256012706e-01,-4.754231337513302180e-01,-2.549066801147545358e-01
1.209864485410816759e-01,-4.600879752817181867e-01,-3.706915424151282501e-01
1.211085337565620812e-01,-4.449680869145887785e-01,-8.446792866861370097e-01
1.212306189720424865e-01,-4.300901158277410374e-01,-3.096963609567718323e-01
1.213527041875228918e-01,-4.154803401849415656e-01,-2.709200875455354818e-01
1.214747894030032971e-01,-4.011646304196591073e-01,-1.947292201965717673e-01
1.215968746184837024e-01,-3.871684111187110311e-01,-4.863678595287339035e-01
1.217189598339641077e-01,-3.735166235618856412e-01,-3.264204734068123503e-01
1.218410450494445130e-01,-3.602336889726395208e-01,-9.340391613942071736e-01
1.219631302649249183e-01,-3.473434725339258899e-01,-5.264005102738542607e-01
1.220852154804053236e-01,-3.348692482220819167e-01,-5.688790836718293775e-02
1.222073006958857289e-01,-3.228336645104988301e-01,1.234032791552663322e-01
1.223293859113661342e-01,-3.112587109935258112e-01,-5.224161230561611413e-01
1.224514711268465395e-01,-3.001656859796918986e-01,-2.478086712630497290e-01
1.225735563423269447e-01,-2.895751651019315420e-01,-1.755485025398979548e-01
1.226956415578073500e-01,-2.795069709909461242e-01,-1.787669976387296911e-01
1.228177267732877553e-01,-2.699801440563595611e-01,4.066485938355457463e-04
1.229398119887681606e-01,-2.610129144186073002e-01,-1.170051729610392055e+00
1.230618972042485659e-01,-2.526226750328592896e-01,-2.772847101066455711e-01
1.231839824197289712e-01,-2.448259560445079086e-01,-1.253091554211254732e-01
1.233060676352093765e-01,-2.376384004139370787e-01,-7.378035748907898483e-01
1.234281528506897818e-01,-2.310747408464335351e-01,6.059181126589214816e-01
1.235502380661701871e-01,-2.251487780611658995e-01,-1.443691444420819314e-01
1.236723232816505924e-01,-2.198733604312011480e-01,5.618290120832636347e-01
1.237944084971309977e-01,-2.152603650245048517e-01,-6.105218759410434570e-01
1.239164937126114030e-01,-2.113206800738116065e-01,-6.649707408364751160e-01
1.240385789280918083e-01,-2.080641889011517476e-01,-9.593807841831079875e-02
1.241606641435722136e-01,-2.054997553206789895e-01,-1.044843936735007306e+00
1.242827493590526189e-01,-2.036352105412710944e-01,-9.615241522822433329e-02
1.244048345745330242e-01,-2.024773415881730432e-01,-1.538677255867140214e-01
1.245269197900134295e-01,-2.020318812606994863e-01,3.058007595103511278e-01
1.246490050054938348e-01,-2.023034996407902519e-01,1.482171709417582917e-01
1.247710902209742401e-01,-2.032957971648906570e-01,-4.120344721074076233e-01
1.248931754364546454e-01,-2.050112992693559621e-01,-7.537596266544783763e-01
1.250152606519350507e-01,-2.074514526172570039e-01,6.487011580543913247e-01
1.251373458674154560e-01,-2.106166229121351208e-01,-6.066741331947100857e-01
1.252594310828958613e-01,-2.145060943019241884e-01,-7.372683728366571376e-01
1.253815162983762665e-01,-2.191180703739180058e-01,-7.615461001046406331e-01
1.255036015138566718e-01,-2.244496767393189263e-01,3.342029810290133574e-01
1.256256867293370771e-01,-2.304969652035682715e-01,-4.899470674159943084e-01
1.257477719448174824e-01,-2.372549195163242142e-01,-6.141071526066246289e-01
1.258698571602978877e-01,-2.447174626926328367e-01,-1.758725497409591720e-01
1.259919423757782930e-01,-2.528774658945217579e-01,-3.563498211731672694e-01
1.261140275912586983e-01,-2.617267588599550554e-01,-6.007744892530785252e-01
1.262361128067391036e-01,-2.712561418638128052e-01,1.057395916254270096e-01
1.263581980222195089e-01,-2.814553991932937094e-01,2.512023468557036954e-01
1.264802832376999142e-01,-2.923133141179411476e-01,2.003454403519923099e-01
1.266023684531803195e-01,-3.038176853322502868e-01,7.964214949834919066e-02
1.267244536686607248e-01,-3.159553448466881909e-01,-1.146425792816705980e-01
1.268465388841411301e-01,-3.287121773008083725e-01,-1.216656177281722817e+00
1.269686240996215354e-01,-3.420731406700521227e-01,4.925522625184322045e-01
1.270907093151019407e-01,-3.560222883357829771e-01,-2.050276831570065073e-01
1.272127945305823460e-01,-3.705427924860908440e-01,-6.646457868577010375e-02
1.273348797460627513e-01,-3.856169688129479356e-01,1.718641926607531456e-01
1.274569649615431566e-01,-4.012263024693936142e-01,3.154499489716022786e-01
1.275790501770235619e-01,-4.173514752485614765e-01,-2.081524695939652170e-01
1.277011353925039672e-01,-4.339723939445870871e-01,-2.161993142967602866e-01
1.278232206079843725e-01,-4.510682198536663523e-01,-7.506803585835259973e-01
1.279453058234647778e-01,-4.686173993718834585e-01,-4.520725238025033454e-01
1.280673910389451831e-01,-4.865976956448002100e-01,-9.136783260519774075e-01
1.281894762544255884e-01,-5.049862212222595570e-01,-8.649564872932069548e-01
1.283115614699059936e-01,-5.237594716703541931e-01,-9.705466728274498855e-01
1.284336466853863989e-01,-5.428933600911670654e-01,-6.209053055898107187e-01
1.285557319008668042e-01,-5.623632524994537363e-01,-3.781665853944859990e-02
1.286778171163472095e-01,-5.821440040042733521e-01,1.003343382640816461e+00
1.287999023318276148e-01,-6.022099957423369121e-01,-5.074601769683801944e-01
1.289219875473080201e-01,-6.225351725087493460e-01,-1.296741716386809351e+00
1.290440727627884254e-01,-6.430930810297992295e-01,-1.060141610167120163e-02
1.291661579782688307e-01,-6.638569088215015013e-01,-8.142488470595150574e-01
1.292882431937492360e-01,-6.847995235767373456e-01,-1.015103820565233406e+00
1.294103284092296413e-01,-7.058935130230601374e-01,-6.009687740615324847e-01
1.295324136247100466e-01,-7.271112251925435643e-01,-1.347423524970657205e+00
1.296544988401904519e-01,-7.484248090444385326e-01,-6.371932270401351461e-01
1.297765840556708572e-01,-7.698062553808908692e-01,-8.139940169804683601e-01
1.298986692711512625e-01,-7.912274379955406278e-01,-7.420384845878027491e-01
1.300207544866316678e-01,-8.126601549944743041e-01,-6.219520278898889032e-01
1.301428397021120731e-01,-8.340761702287649015e-01,-8.003300416083615199e-01
1.302649249175924784e-01,-8.554472547776299507e-01,-8.472782127211837544e-01
1.303870101330728837e-01,-8.767452284212488012e-01,-7.345879689222765130e-01
1.305090953485532890e-01,-8.979420010421690357e-01,-6.902416879566055652e-01
1.306311805640336943e-01,-9.190096138944566784e-01,-1.434750844052085528e+00
1.307532657795140996e-01,-9.399202806798727661e-01,-1.654915910022596970e+00
1.308753509949945049e-01,-9.606464283706585006e-01,-9.914654544567659267e-01
1.309974362104749102e-01,-9.811607377188878987e-01,-1.697528482685942031e+00
1.311195214259553155e-01,-1.001436183392803825e+00,-9.576704479319684271e-01
1.312416066414357207e-01,-1.021446073681103295e+00,-5.520726358399482558e-01
1.313636918569161260e-01,-1.041164089706772433e+00,-7.376082537487494983e-01
1.314857770723965313e-01,-1.060564324092794886e+00,-1.584649527505531452e+00
1.316078622878769366e-01,-1.079621319022859849e+00,-1.509752545001619151e+00
1.317299475033573419e-01,-1.098310103641091828e+00,-9.341594561407141617e-01
1.318520327188377472e-01,-1.116606230735789573e+00,-1.317255133302544623e+00
1.319741179343181525e-01,-1.134485812653219350e+00,-1.292813460179272900e+00
1.320962031497985578e-01,-1.151925556388643024e+00,-8.534723157646660896e-01
1.322182883652789631e-01,-1.168902797802947813e+00,-1.662546144531773962e+00
1.323403735807593684e-01,-1.185395534914594373e+00,-1.386012889870185560e+00
1.324624587962397737e-01,-1.201382460217859105e+00,-1.601423698260159734e+00
1.325845440117201790e-01,-1.216842991979879551e+00,-1.738407740997557349e+00
1.327066292272005843e-01,-1.231757304470448622e+00,-1.660296398806031082e+00
1.328287144426809896e-01,-1.246106357080102311e+00,-9.073752724068964159e-01
1.329507996581613949e-01,-1.259871922283668511e+00,-1.233961727542457698e+00
1.330728848736418002e-01,-1.273036612408149804e+00,-1.712616926825687225e+00
1.331949700891222055e-01,-1.285583905165567975e+00,-1.401134708962066266e+00
1.333170553046026108e-01,-1.297498167913214262e+00,-2.116901821474303169e+00
1.334391405200830161e-01,-1.308764680605625674e+00,-1.675421084397458404e+00
1.335612257355634214e-01,-1.319369657404524165e+00,-2.445823899708807758e-01
1.336833109510438267e-01,-1.329300266914938078e+00,-1.374422191747813438e+00
1.338053961665242320e-01,-1.338544651017741005e+00,-9.727151875025448202e-01
1.339274813820046373e-01,-1.347091942270904674e+00,-1.379836129843146075e+00
1.340495665974850426e-01,-1.354932279853879207e+00,-1.180847662232974882e+00
1.341716518129654478e-01,-1.362056824031638191e+00,-1.030427779192051307e+00
1.342937370284458531e-01,-1.368457769117131129e+00,-1.920766067880366634e+00
1.344158222439262584e-01,-1.374128354913057404e+00,-1.389596483550036954e+00
1.345379074594066637e-01,-1.379062876616150568e+00,-5.896302794079064657e-01
1.346599926748870690e-01,-1.383256693169394147e+00,-1.781006968196039653e+00
1.347820778903674743e-01,-1.386706234049892794e+00,-1.669926160916002544e+00
1.349041631058478796e-01,-1.389409004482407672e+00,-1.543254643165908657e+00
1.350262483213282849e-01,-1.391363589070895967e+00,-1.256851552482772583e+00
1.351483335368086902e-01,-1.392569653842706590e+00,-1.130110722019765257e+00
1.352704187522890955e-01,-1.393027946702430242e+00,-7.593221192931018937e-01
1.353925039677695008e-01,-1.392740296294735947e+00,-1.142991179560406190e+00
1.355145891832499061e-01,-1.391709609277865578e+00,-1.422736172177032632e+00
1.356366743987303114e-01,-1.389939866011800085e+00,-7.603563012063931925e-01
1.357587596142107167e-01,-1.387436114667436771e+00,-1.035380603596645743e+00
1.358808448296911220e-01,-1.384204463765445592e+00,-2.132044221893953484e+00
1.360029300451715273e-01,-1.380252073155780357e+00,-1.170679529777811645e-01
1.361250152606519326e-01,-1.375587143451104888e+00,-4.906264493527380255e-01
1.362471004761323379e-01,-1.370218903929689258e+00,-1.454326015313226250e+00
1.363691856916127432e-01,-1.364157598925560544e+00,-1.175202548056323071e+00
1.364912709070931485e-01,-1.357414472725930299e+00,-6.952350977280107314e-01
1.366133561225735538e-01,-1.350001752998112758e+00,-1.436102149346554002e+00
1.367354413380539591e-01,-1.341932632770310718e+00,-9.767567375818010378e-01
1.368575265535343644e-01,-1.333221250992772555e+00,-7.809320142070342863e-01
1.369796117690147697e-01,-1.323882671707916847e+00,-1.831295625575137365e+00
1.371016969844951749e-01,-1.313932861860054979e+00,-1.615098788651486039e+00
1.372237821999755802e-01,-1.303388667777361842e+00,-8.426844688720711574e-01
1.373458674154559855e-01,-1.292267790360675406e+00,-1.061860551786260043e+00
1.374679526309363908e-01,-1.280588759015630851e+00,-8.186904788586574222e-01
1.375900378464167961e-01,-1.268370904366461716e+00,-1.334654911693320845e+00
1.377121230618972014e-01,-1.255634329791611048e+00,-1.400136935268727623e+00
1.378342082773776067e-01,-1.242399881823012420e+00,-2.241719619614698900e+00
1.379562934928580120e-01,-1.228689119452597733e+00,-1.801689332706319480e+00
1.380783787083384173e-01,-1.214524282391139298e+00,-1.190991235061892528e+00
1.382004639238188226e-01,-1.199928258326164343e+00,-7.876496485440460660e-01
1.383225491392992279e-01,-1.184924549227064805e+00,-9.193353659592171656e-01
1.384446343547796332e-01,-1.169537236746974962e+00,-1.233658223760826012e+00
1.385667195702600385e-01,-1.153790946772310422e+00,-1.289676730017658812e+00
1.386888047857404438e-01,-1.137710813172103652e+00,-1.029120996852963543e+00
1.388108900012208491e-01,-1.121322440800464060e+00,-1.082216850254388074e+00
1.389329752167012544e-01,-1.104651867806574872e+00,-4.023791103367189148e-01
1.390550604321816597e-01,-1.087725527307670026e+00,-1.014505142068545140e+00
1.391771456476620650e-01,-1.070570208481360419e+00,-1.811193189580009744e+00
1.392992308631424703e-01,-1.053213017134539964e+00,-1.689492084650698445e+00
1.394213160786228756e-01,-1.035681335806870385e+00,-2.763016673250803246e-01
1.395434012941032809e-01,-1.018002783467526484e+00,-1.603583014192566658e+00
1.396654865095836862e-01,-1.000205174864482904e+00,-6.179564483477161252e-01
1.397875717250640915e-01,-9.823164795861302201e-01,-1.116502847190820713e+00
1.399096569405444968e-01,-9.643647808954600720e-01,-1.049243927846702729e+00
1.400317421560249020e-01,-9.463782343973116129e-01,-1.013444625781521724e+00
1.401538273715053073e-01,-9.283850265995475803e-01,-3.176925468699484112e-01
1.402759125869857126e-01,-9.104133334290586133e-01,-1.006834247701041019e+00
1.403979978024661179e-01,-8.924912787636336553e-01,-9.091509201862101319e-01
1.405200830179465232e-01,-8.746468930406879894e-01,-1.640048641740434299e+00
1.406421682334269285e-01,-8.569080720037290932e-01,-7.535628161497274213e-01
1.407642534489073338e-01,-8.393025356472405552e-01,-5.737812821582106704e-01
1.408863386643877391e-01,-8.218577874203708555e-01,-7.022849970934773589e-01
1.410084238798681444e-01,-8.046010737494309062e-01,-1.056529432060632212e-01
1.411305090953485497e-01,-7.875593439387404970e-01,-7.599736665486246379e-01
1.412525943108289550e-01,-7.707592105088029166e-01,-6.212704824492940592e-01
1.413746795263093603e-01,-7.542269100301454143e-01,7.002509510394405723e-02
1.414967647417897656e-01,-7.379882645104345329e-01,-1.512995359189508449e+00
1.416188499572701709e-01,-7.220686433916594371e-01,-9.499813172913438297e-01
1.417409351727505762e-01,-7.064929262132799703e-01,6.586449796353144315e-03
1.418630203882309815e-01,-6.912854659962728299e-01,-2.232208918407316278e-01
1.419851056037113868e-01,-6.764700534018903699e-01,-3.372800039816551965e-01
1.421071908191917921e-01,-6.620698817179064832e-01,-2.457445119856673243e-01
1.422292760346721974e-01,-6.481075127238118405e-01,-4.845744081633007738e-01
1.423513612501526027e-01,-6.346048434851762066e-01,1.811938702809595680e-01
1.424734464656330080e-01,-6.215830741260230941e-01,-4.327034892606641536e-01
1.425955316811134133e-01,-6.090626766266158398e-01,-4.891291236789765406e-01
1.427176168965938186e-01,-5.970633646925493920e-01,-5.175840276297277720e-01
1.428397021120742238e-01,-5.856040647394703536e-01,-4.891720869642773306e-01
1.429617873275546291e-01,-5.747028880360977032e-01,-1.153211528444031631e+00
1.430838725430350344e-01,-5.643771040465224154e-01,-1.790405768148507493e-01
1.432059577585154397e-01,-5.546431150109947250e-01,-6.198629819026584276e-01
1.433280429739958450e-01,-5.455164318025877979e-01,3.654411171276151782e-01
1.434501281894762503e-01,-5.370116510952478439e-01,-5.748368863894592895e-01
1.435722134049566556e-01,-5.291424338768176971e-01,-3.186832917889894090e-01
1.436942986204370609e-01,-5.219214853386320296e-01,-3.986203922079648021e-01
1.438163838359174662e-01,-5.153605361712777500e-01,-8.281390537259043505e-01
1.439384690513978715e-01,-5.094703252940048221e-01,-1.340191103475191214e-02
1.440605542668782768e-01,-5.042605840432231590e-01,4.482712362367856640e-01
1.441826394823586821e-01,-4.997400218433199481e-01,-5.071286316732422916e-01
1.443047246978390874e-01,-4.959163133808794366e-01,-6.461557061735905272e-01
1.444268099133194927e-01,-4.927960873011741905e-01,-6.703104528288612585e-01
1.445488951287998980e-01,-4.903849164435484242e-01,-1.436565863102219121e+00
1.446709803442803033e-01,-4.886873096300619612e-01,-5.775938814815682054e-01
1.447930655597607086e-01,-4.877067050194670572e-01,-3.622076470153050565e-01
1.449151507752411139e-01,-4.874454650362972652e-01,3.993349755384412170e-02
1.450372359907215192e-01,-4.879048728825266523e-01,-7.881002307562723352e-03
1.451593212062019245e-01,-4.890851306369292661e-01,-6.973346718552755341e-01
1.452814064216823298e-01,-4.909853589449360567e-01,-6.293968563318802500e-01
1.454034916371627351e-01,-4.936035982994445570e-01,6.834905450777495339e-02
1.455255768526431404e-01,-4.969368119106979953e-01,-5.836687604471375579e-01
1.456476620681235457e-01,-5.009808901610137699e-01,-7.559956600388222370e-01
1.457697472836039509e-01,-5.057306566378043655e-01,1.905285680793318281e-01
1.458918324990843562e-01,-5.111798757360282996e-01,7.612957789288721244e-03
1.460139177145647615e-01,-5.173212618188749445e-01,-5.079253659317460867e-01
1.461360029300451668e-01,-5.241464899232187724e-01,-8.210352138125525112e-01
1.462580881455255721e-01,-5.316462079940944552e-01,-1.537586367616448957e+00
1.463801733610059774e-01,-5.398100506301968249e-01,-2.449582478428348753e-01
1.465022585764863827e-01,-5.486266543201894219e-01,-9.968115155962795626e-01
1.466243437919667880e-01,-5.580836741474094476e-01,-1.539449678717785375e+00
1.467464290074471933e-01,-5.681678019384013290e-01,2.242424617361076233e-01
1.468685142229275986e-01,-5.788647858285826953e-01,-2.548808903236385315e-01
1.469905994384080039e-01,-5.901594512162656736e-01,-1.159663547774748338e+00
1.471126846538884092e-01,-6.020357230742132693e-01,-1.209236414553842787e+00
1.472347698693688145e-01,-6.144766495859126376e-01,-1.789957585001028528e-01
1.473568550848492198e-01,-6.274644270718008343e-01,-1.066449735339735971e+00
1.474789403003296251e-01,-6.409804261687809257e-01,7.094507595160726154e-03
1.476010255158100304e-01,-6.550052192245102711e-01,-3.467755629114326332e-01
1.477231107312904357e-01,-6.695186088662000712e-01,-4.012203485827883220e-01
1.478451959467708410e-01,-6.844996577018609418e-01,-4.821519298947107846e-01
1.479672811622512463e-01,-6.999267191103419883e-01,-6.042012830983860550e-01
1.480893663777316516e-01,-7.157774690748625046e-01,-2.755218694863072471e-01
1.482114515932120569e-01,-7.320289390132135310e-01,-9.590691202710160956e-01
1.483335368086924622e-01,-7.486575495563445592e-01,-7.056815628391521766e-01
1.484556220241728675e-01,-7.656391452256473551e-01,-3.896658513870495111e-01
1.485777072396532728e-01,-7.829490299579346946e-01,-5.014541706648707464e-01
1.486997924551336780e-01,-8.005620034258602580e-01,-1.398055406060190409e+00
1.488218776706140833e-01,-8.184523981003566373e-01,-1.068657231752488723e+00
1.489439628860944886e-01,-8.365941170005802840e-01,-7.101923642910030754e-01
1.490660481015748939e-01,-8.549606720758347045e-01,-1.058968026595783041e+00
1.491881333170552992e-01,-8.735252231630200592e-01,1.380405732364653471e-02
1.493102185325357045e-01,-8.922606174623083364e-01,-1.088837214839364798e+00
1.494323037480161098e-01,-9.111394294729816545e-01,-9.922486532613270516e-01
1.495543889634965151e-01,-9.301340013306745869e-01,-5.454189122420226576e-01
1.496764741789769204e-01,-9.492164834867430345e-01,-7.839501118692850934e-01
1.497985593944573257e-01,-9.683588756698530142e-01,-1.040996104272237543e+00
1.499206446099377310e-01,-9.875330680695960650e-01,-1.365779832509970149e+00
1.500427298254181363e-01,-1.006710882681532526e+00,-8.559538539831494930e-01
1.501648150408985416e-01,-1.025864114752854439e+00,-5.063158945636581088e-01
1.502869002563789469e-01,-1.044964574267707169e+00,-8.054169622185929356e-01
1.504089854718593522e-01,-1.063984127411149228e+00,-1.453075888139210292e+00
1.505310706873397575e-01,-1.082894737950763631e+00,-2.145072594624082285e-01
1.506531559028201628e-01,-1.101668508475054153e+00,-1.824957453493001314e+00
1.507752411183005681e-01,-1.120277721427969109e+00,-1.911620542329363737e+00
